,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,lead,phase2,phase3,closed
3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,4047,2015-07-18,2015-08-17,2015-09-06,2015-09-06
3238,3238,3238,3238,3238,3238,3238,3238,3238,3238,4049,2015-07-20,2015-09-08,2015-09-28,2015-09-29
3239,3239,3239,3239,3239,3239,3239,3239,3239,3239,4050,2015-07-21,2015-08-14,2015-08-31,2015-08-31
3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,4051,2015-07-22,,,
3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,4052,2015-07-23,,,
3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,4053,2015-07-24,2015-08-30,2015-08-30,2015-08-30
3243,3243,3243,3243,3243,3243,3243,3243,3243,3243,4054,2015-07-25,,,
3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,4055,2015-07-26,,,
3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,4056,2015-07-27,,,
3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,4057,2015-07-28,2015-09-08,2015-09-29,2015-10-24
3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,4059,2015-07-30,2015-08-26,2015-08-26,2015-08-26
3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,4060,2015-07-31,2015-08-13,2015-08-22,2015-08-22
3249,3249,3249,3249,3249,3249,3249,3249,3249,3249,4061,2015-08-01,,,
3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,4062,2015-08-02,,,
3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,4063,2015-08-03,2015-09-24,2015-10-13,2015-10-13
3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,4064,2015-08-04,2015-08-24,2015-09-11,2015-09-28
3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,4066,2015-08-06,2015-09-05,2015-10-07,2015-10-07
3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,4067,2015-08-07,,,
3255,3255,3255,3255,3255,3255,3255,3255,3255,3255,4068,2015-08-08,,,
3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,4069,2015-08-09,,,
3257,3257,3257,3257,3257,3257,3257,3257,3257,3257,4070,2015-08-10,2015-10-10,2015-11-09,2015-11-09
3258,3258,3258,3258,3258,3258,3258,3258,3258,3258,4071,2015-08-11,,,
3259,3259,3259,3259,3259,3259,3259,3259,3259,3259,4073,2015-08-13,,,
3260,3260,3260,3260,3260,3260,3260,3260,3260,3260,4075,2015-08-15,2015-09-06,2015-09-06,2015-09-06
3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,4076,2015-08-16,,,
3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,4077,2015-08-17,2015-10-01,2015-10-20,2015-11-04
3263,3263,3263,3263,3263,3263,3263,3263,3263,3263,4078,2015-08-18,,,
3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,4079,2015-08-19,2015-09-13,2015-10-16,2015-11-01
3265,3265,3265,3265,3265,3265,3265,3265,3265,3265,4080,2015-08-20,2015-09-21,2015-10-07,2015-10-17
3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,4081,2015-08-21,,,
3267,3267,3267,3267,3267,3267,3267,3267,3267,3267,4082,2015-08-22,2015-10-09,2015-10-30,2015-10-30
3268,3268,3268,3268,3268,3268,3268,3268,3268,3268,4085,2015-08-25,2015-10-05,2015-10-05,2015-10-05
3269,3269,3269,3269,3269,3269,3269,3269,3269,3269,4086,2015-08-26,,,
3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,4087,2015-08-27,2015-10-09,2015-10-09,2015-10-09
3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,4088,2015-08-28,2015-10-02,2015-10-14,2015-10-16
3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,4089,2015-08-29,2015-10-15,2015-10-17,2015-10-17
3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,4090,2015-08-30,,,
3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,4091,2015-08-31,,,
3275,3275,3275,3275,3275,3275,3275,3275,3275,3275,4092,2015-09-01,2015-10-23,2015-10-24,2015-10-24
3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,4093,2015-09-02,2015-09-12,2015-09-12,2015-09-12
3277,3277,3277,3277,3277,3277,3277,3277,3277,3277,4094,2015-09-03,2015-10-22,2015-10-28,2015-10-28
3278,3278,3278,3278,3278,3278,3278,3278,3278,3278,4095,2015-09-04,2015-10-10,2015-10-18,2015-10-30
3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,4096,2015-09-05,2015-10-08,2015-11-11,2015-11-22
3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,4097,2015-09-06,2015-10-18,2015-11-07,2015-11-07
3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,4099,2015-09-08,2015-10-24,2015-10-31,2015-11-15
3282,3282,3282,3282,3282,3282,3282,3282,3282,3282,4100,2015-09-09,2015-09-26,2015-09-26,2015-09-26
3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,4103,2015-09-12,2015-10-17,2015-11-09,2015-11-17
3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,4104,2015-09-13,2015-10-18,2015-10-18,2015-10-18
3285,3285,3285,3285,3285,3285,3285,3285,3285,3285,4106,2015-09-15,,,
3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,4107,2015-09-16,2015-11-01,2015-11-30,2015-11-30
3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,4108,2015-09-17,2015-10-16,2015-10-16,2015-10-16
3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,4109,2015-09-18,,,
3289,3289,3289,3289,3289,3289,3289,3289,3289,3289,4110,2015-09-19,2015-11-13,2015-12-02,2015-12-02
3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,4112,2015-09-21,,,
3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,4113,2015-09-22,,,
3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,4114,2015-09-23,,,
3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,4115,2015-09-24,,,
3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,4116,2015-09-25,,,
3295,3295,3295,3295,3295,3295,3295,3295,3295,3295,4117,2015-09-26,,,
3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,4119,2015-09-28,2015-10-30,2015-11-15,2015-11-15
3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,4120,2015-09-29,,,
3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,4123,2015-10-02,2015-11-04,2015-12-05,2015-12-23
3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,4124,2015-10-03,,,
3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,4126,2015-10-05,2015-11-12,2015-12-14,2015-12-14
3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,4128,2015-10-07,,,
3302,3302,3302,3302,3302,3302,3302,3302,3302,3302,4129,2015-10-08,2015-12-03,2015-12-26,2015-12-26
3303,3303,3303,3303,3303,3303,3303,3303,3303,3303,4130,2015-10-09,,,
3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,4131,2015-10-10,,,
3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,4132,2015-10-11,2015-11-24,2015-12-07,2015-12-13
3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,4134,2015-10-13,2015-10-31,2015-11-04,2015-11-04
3307,3307,3307,3307,3307,3307,3307,3307,3307,3307,4135,2015-10-14,,,
3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,4136,2015-10-15,,,
3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,4137,2015-10-16,2015-11-17,2015-11-17,2015-11-17
3310,3310,3310,3310,3310,3310,3310,3310,3310,3310,4138,2015-10-17,,,
3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,4139,2015-10-18,2015-12-01,2015-12-23,2015-12-23
3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,4141,2015-10-20,2015-11-23,2015-11-29,2015-12-17
3313,3313,3313,3313,3313,3313,3313,3313,3313,3313,4142,2015-10-21,2015-11-13,2015-11-30,2015-12-20
3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,4143,2015-10-22,2015-11-23,2015-12-09,2015-12-09
3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,4144,2015-10-23,2015-12-03,2015-12-24,2016-01-04
3316,3316,3316,3316,3316,3316,3316,3316,3316,3316,4145,2015-10-24,,,
3317,3317,3317,3317,3317,3317,3317,3317,3317,3317,4146,2015-10-25,,,
3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,4147,2015-10-26,,,
3319,3319,3319,3319,3319,3319,3319,3319,3319,3319,4148,2015-10-27,2015-12-31,2016-01-22,2016-01-22
3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,4150,2015-10-29,2015-12-24,2016-01-06,2016-01-06
3321,3321,3321,3321,3321,3321,3321,3321,3321,3321,4151,2015-10-30,2015-11-03,2015-11-29,2015-12-16
3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,4152,2015-10-31,2015-11-19,2015-12-16,2016-01-05
3323,3323,3323,3323,3323,3323,3323,3323,3323,3323,4153,2015-11-01,2015-12-02,2015-12-22,2015-12-22
3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,4154,2015-11-02,2015-11-26,2015-11-26,2015-11-26
3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,4155,2015-11-03,2015-11-19,2015-12-29,2016-01-16
3326,3326,3326,3326,3326,3326,3326,3326,3326,3326,4156,2015-11-04,2016-01-04,2016-01-06,2016-01-06
3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,4157,2015-11-05,2015-12-21,2016-01-19,2016-01-19
3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,4158,2015-11-06,2015-12-02,2015-12-28,2016-01-14
3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,4160,2015-11-08,2016-01-09,2016-01-20,2016-01-20
3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,4161,2015-11-09,,,
3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,4162,2015-11-10,2015-12-07,2015-12-27,2016-01-02
3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,4163,2015-11-11,2015-11-25,2015-12-08,2015-12-08
3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,4164,2015-11-12,2015-12-24,2016-01-21,2016-01-21
3334,3334,3334,3334,3334,3334,3334,3334,3334,3334,4165,2015-11-13,2015-12-20,2016-01-27,2016-02-09
3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,4168,2015-11-16,2016-01-02,2016-02-06,2016-02-15
3336,3336,3336,3336,3336,3336,3336,3336,3336,3336,4169,2015-11-17,,,
3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,4170,2015-11-18,,,
3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,4171,2015-11-19,2015-12-25,2016-01-03,2016-01-09
3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,4172,2015-11-20,2015-12-26,2016-02-01,2016-02-01
3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,4173,2015-11-21,2015-12-23,2015-12-28,2016-01-23
3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,4175,2015-11-23,2016-01-05,2016-01-19,2016-02-14
3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,4176,2015-11-24,,,
3343,3343,3343,3343,3343,3343,3343,3343,3343,3343,4177,2015-11-25,2016-01-21,2016-02-13,2016-02-13
3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,4179,2015-11-27,,,
3345,3345,3345,3345,3345,3345,3345,3345,3345,3345,4181,2015-11-29,2016-01-22,2016-01-31,2016-02-28
3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,4182,2015-11-30,2015-12-20,2015-12-24,2016-01-03
3347,3347,3347,3347,3347,3347,3347,3347,3347,3347,4183,2015-12-01,,,
3348,3348,3348,3348,3348,3348,3348,3348,3348,3348,4184,2015-12-02,2016-01-04,2016-01-20,2016-01-20
3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,4185,2015-12-03,,,
3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,4187,2015-12-05,,,
3351,3351,3351,3351,3351,3351,3351,3351,3351,3351,4188,2015-12-06,2016-01-12,2016-02-10,2016-02-10
3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,4189,2015-12-07,2016-01-24,2016-01-24,2016-01-24
3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,4190,2015-12-08,2016-01-26,2016-02-05,2016-02-05
3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,4192,2015-12-10,,,
3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,4193,2015-12-11,2016-02-02,2016-03-03,2016-03-03
3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,4194,2015-12-12,2015-12-31,2016-01-31,2016-01-31
3357,3357,3357,3357,3357,3357,3357,3357,3357,3357,4195,2015-12-13,2016-02-15,2016-03-12,2016-03-12
3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,4196,2015-12-14,2016-01-25,2016-02-09,2016-02-09
3359,3359,3359,3359,3359,3359,3359,3359,3359,3359,4198,2015-12-16,,,
3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,4199,2015-12-17,,,
3361,3361,3361,3361,3361,3361,3361,3361,3361,3361,4200,2015-12-18,2016-01-17,2016-02-08,2016-02-08
3362,3362,3362,3362,3362,3362,3362,3362,3362,3362,4201,2015-12-19,,,
3363,3363,3363,3363,3363,3363,3363,3363,3363,3363,4202,2015-12-20,2016-02-11,2016-02-21,2016-02-21
3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,4203,2015-12-21,,,
3365,3365,3365,3365,3365,3365,3365,3365,3365,3365,4204,2015-12-22,2016-02-09,2016-02-29,2016-03-07
3366,3366,3366,3366,3366,3366,3366,3366,3366,3366,4206,2015-12-24,2016-02-03,2016-02-18,2016-02-18
3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,4207,2015-12-25,2016-01-17,2016-01-21,2016-01-25
3368,3368,3368,3368,3368,3368,3368,3368,3368,3368,4208,2015-12-26,2016-02-15,2016-02-29,2016-02-29
3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,4209,2015-12-27,2016-01-13,2016-02-17,2016-02-17
3370,3370,3370,3370,3370,3370,3370,3370,3370,3370,4211,2015-12-29,,,
3371,3371,3371,3371,3371,3371,3371,3371,3371,3371,4212,2015-12-30,,,
3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,4213,2015-12-31,,,
3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,4214,2016-01-01,,,
3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,4215,2016-01-02,2016-01-15,2016-01-27,2016-01-27
3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,4217,2016-01-04,,,
3376,3376,3376,3376,3376,3376,3376,3376,3376,3376,4218,2016-01-05,2016-02-08,2016-02-29,2016-03-13
3377,3377,3377,3377,3377,3377,3377,3377,3377,3377,4220,2016-01-07,,,
3378,3378,3378,3378,3378,3378,3378,3378,3378,3378,4221,2016-01-08,2016-03-02,2016-03-30,2016-03-30
3379,3379,3379,3379,3379,3379,3379,3379,3379,3379,4222,2016-01-09,2016-02-15,2016-03-07,2016-03-07
3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,4224,2016-01-11,,,
3381,3381,3381,3381,3381,3381,3381,3381,3381,3381,4225,2016-01-12,,,
3382,3382,3382,3382,3382,3382,3382,3382,3382,3382,4227,2016-01-14,2016-02-09,2016-02-29,2016-03-20
3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,4228,2016-01-15,2016-02-24,2016-03-03,2016-03-03
3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,4229,2016-01-16,2016-02-04,2016-03-02,2016-03-02
3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,4231,2016-01-18,2016-02-25,2016-03-16,2016-04-01
3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,4232,2016-01-19,,,
3387,3387,3387,3387,3387,3387,3387,3387,3387,3387,4233,2016-01-20,2016-03-15,2016-04-14,2016-04-14
3388,3388,3388,3388,3388,3388,3388,3388,3388,3388,4234,2016-01-21,2016-02-09,2016-03-02,2016-03-18
3389,3389,3389,3389,3389,3389,3389,3389,3389,3389,4235,2016-01-22,2016-03-10,2016-04-11,2016-04-11
3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,4236,2016-01-23,2016-02-13,2016-03-04,2016-03-24
3391,3391,3391,3391,3391,3391,3391,3391,3391,3391,4237,2016-01-24,2016-02-26,2016-03-13,2016-03-13
3392,3392,3392,3392,3392,3392,3392,3392,3392,3392,4238,2016-01-25,2016-03-09,2016-04-01,2016-04-01
3393,3393,3393,3393,3393,3393,3393,3393,3393,3393,4239,2016-01-26,2016-03-01,2016-03-01,2016-03-01
3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,4240,2016-01-27,2016-03-21,2016-04-08,2016-04-08
3395,3395,3395,3395,3395,3395,3395,3395,3395,3395,4242,2016-01-29,,,
3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,4244,2016-01-31,,,
3397,3397,3397,3397,3397,3397,3397,3397,3397,3397,4245,2016-02-01,2016-03-21,2016-04-03,2016-04-03
3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,4247,2016-02-03,2016-03-07,2016-04-13,2016-05-02
3399,3399,3399,3399,3399,3399,3399,3399,3399,3399,4248,2016-02-04,2016-03-14,2016-03-29,2016-04-03
3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,4249,2016-02-05,,,
3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,4250,2016-02-06,,,
3402,3402,3402,3402,3402,3402,3402,3402,3402,3402,4251,2016-02-07,2016-03-10,2016-03-10,2016-03-10
3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,4252,2016-02-08,,,
3404,3404,3404,3404,3404,3404,3404,3404,3404,3404,4253,2016-02-09,2016-03-15,2016-03-23,2016-03-23
3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,4254,2016-02-10,2016-02-25,2016-04-07,2016-04-07
3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,4255,2016-02-11,2016-03-09,2016-04-08,2016-04-08
3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,4258,2016-02-14,2016-04-06,2016-04-06,2016-04-06
3408,3408,3408,3408,3408,3408,3408,3408,3408,3408,4259,2016-02-15,2016-02-29,2016-03-19,2016-04-01
3409,3409,3409,3409,3409,3409,3409,3409,3409,3409,4260,2016-02-16,,,
3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,4262,2016-02-18,2016-02-29,2016-04-07,2016-04-21
3411,3411,3411,3411,3411,3411,3411,3411,3411,3411,4263,2016-02-19,2016-03-29,2016-04-21,2016-04-21
3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,4264,2016-02-20,2016-03-26,2016-04-16,2016-04-16
3413,3413,3413,3413,3413,3413,3413,3413,3413,3413,4265,2016-02-21,2016-03-15,2016-04-29,2016-05-12
3414,3414,3414,3414,3414,3414,3414,3414,3414,3414,4267,2016-02-23,2016-04-08,2016-05-31,2016-06-15
3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,4269,2016-02-25,2016-04-07,2016-04-23,2016-05-01
3416,3416,3416,3416,3416,3416,3416,3416,3416,3416,4270,2016-02-26,,,
3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,4271,2016-02-27,2016-04-09,2016-04-09,2016-04-09
3418,3418,3418,3418,3418,3418,3418,3418,3418,3418,4272,2016-02-28,2016-02-29,2016-02-29,2016-02-29
3419,3419,3419,3419,3419,3419,3419,3419,3419,3419,4273,2016-02-29,2016-03-19,2016-04-13,2016-04-13
3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,4274,2016-03-01,2016-03-14,2016-03-18,2016-03-18
3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,4276,2016-03-03,2016-05-13,,
3422,3422,3422,3422,3422,3422,3422,3422,3422,3422,4277,2016-03-04,2016-04-08,2016-05-02,2016-05-02
3423,3423,3423,3423,3423,3423,3423,3423,3423,3423,4278,2016-03-05,2016-04-07,2016-04-18,2016-04-18
3424,3424,3424,3424,3424,3424,3424,3424,3424,3424,4279,2016-03-06,2016-03-30,2016-04-16,2016-05-05
3425,3425,3425,3425,3425,3425,3425,3425,3425,3425,4280,2016-03-07,2016-04-21,2016-05-28,2016-05-28
3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,4281,2016-03-08,2016-03-28,2016-03-28,2016-03-28
3427,3427,3427,3427,3427,3427,3427,3427,3427,3427,4282,2016-03-09,,,
3428,3428,3428,3428,3428,3428,3428,3428,3428,3428,4283,2016-03-10,2016-04-13,2016-05-05,2016-05-13
3429,3429,3429,3429,3429,3429,3429,3429,3429,3429,4284,2016-03-11,,,
3430,3430,3430,3430,3430,3430,3430,3430,3430,3430,4285,2016-03-12,2016-04-01,2016-05-05,2016-05-30
3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,4286,2016-03-13,2016-03-14,2016-04-13,2016-04-13
3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,4287,2016-03-14,2016-04-02,2016-04-02,2016-04-02
3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,4288,2016-03-15,2016-04-02,2016-04-02,2016-04-02
3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,4290,2016-03-17,,,
3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,4291,2016-03-18,2016-04-16,2016-05-12,2016-05-12
3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,4292,2016-03-19,2016-04-04,2016-04-04,2016-04-04
3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,4293,2016-03-20,2016-04-21,2016-05-18,2016-05-18
3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,4294,2016-03-21,2016-04-21,2016-05-29,2016-05-29
3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,4295,2016-03-22,,,
3440,3440,3440,3440,3440,3440,3440,3440,3440,3440,4297,2016-03-24,,,
3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,4298,2016-03-25,2016-04-16,2016-05-14,2016-05-14
3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,4300,2016-03-27,2016-05-06,2016-06-08,
3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,4301,2016-03-28,2016-03-29,2016-05-12,2016-05-12
3444,3444,3444,3444,3444,3444,3444,3444,3444,3444,4302,2016-03-29,2016-04-22,2016-06-06,2016-06-06
3445,3445,3445,3445,3445,3445,3445,3445,3445,3445,4303,2016-03-30,2016-05-02,2016-05-16,2016-05-17
3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,4304,2016-03-31,,,
3447,3447,3447,3447,3447,3447,3447,3447,3447,3447,4305,2016-04-01,2016-06-06,,
3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,4306,2016-04-02,,,
3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,4307,2016-04-03,2016-04-14,2016-05-13,2016-05-13
3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,4309,2016-04-05,2016-05-23,,
3451,3451,3451,3451,3451,3451,3451,3451,3451,3451,4310,2016-04-06,,,
3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,4311,2016-04-07,2016-05-18,2016-05-18,2016-05-18
3453,3453,3453,3453,3453,3453,3453,3453,3453,3453,4312,2016-04-08,,,
3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,4313,2016-04-09,,,
3455,3455,3455,3455,3455,3455,3455,3455,3455,3455,4314,2016-04-10,2016-05-08,2016-05-30,2016-05-30
3456,3456,3456,3456,3456,3456,3456,3456,3456,3456,4315,2016-04-11,,,
3457,3457,3457,3457,3457,3457,3457,3457,3457,3457,4316,2016-04-12,2016-06-06,2016-06-06,2016-06-06
3458,3458,3458,3458,3458,3458,3458,3458,3458,3458,4317,2016-04-13,2016-05-12,2016-05-12,2016-05-12
3459,3459,3459,3459,3459,3459,3459,3459,3459,3459,4318,2016-04-14,,,
3460,3460,3460,3460,3460,3460,3460,3460,3460,3460,4319,2016-04-15,2016-06-03,,
3461,3461,3461,3461,3461,3461,3461,3461,3461,3461,4320,2016-04-16,,,
3462,3462,3462,3462,3462,3462,3462,3462,3462,3462,4321,2016-04-17,,,
3463,3463,3463,3463,3463,3463,3463,3463,3463,3463,4323,2016-04-19,2016-05-31,2016-06-15,
3464,3464,3464,3464,3464,3464,3464,3464,3464,3464,4324,2016-04-20,,,
3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,4325,2016-04-21,,,
3466,3466,3466,3466,3466,3466,3466,3466,3466,3466,4326,2016-04-22,2016-05-22,2016-06-10,2016-06-10
3467,3467,3467,3467,3467,3467,3467,3467,3467,3467,4327,2016-04-23,2016-06-08,,
3468,3468,3468,3468,3468,3468,3468,3468,3468,3468,4328,2016-04-24,2016-06-08,,
3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,4331,2016-04-27,2016-05-19,2016-05-19,2016-05-19
3470,3470,3470,3470,3470,3470,3470,3470,3470,3470,4332,2016-04-28,2016-05-26,,
3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,4333,2016-04-29,,,
3472,3472,3472,3472,3472,3472,3472,3472,3472,3472,4335,2016-05-01,,,
3473,3473,3473,3473,3473,3473,3473,3473,3473,3473,4336,2016-05-02,2016-05-30,2016-05-30,2016-05-30
3474,3474,3474,3474,3474,3474,3474,3474,3474,3474,4337,2016-05-03,,,
3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,4338,2016-05-04,,,
3476,3476,3476,3476,3476,3476,3476,3476,3476,3476,4339,2016-05-05,,,
3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,4340,2016-05-06,,,
3478,3478,3478,3478,3478,3478,3478,3478,3478,3478,4341,2016-05-07,,,
3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,4342,2016-05-08,2016-05-24,2016-05-24,2016-05-24
3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,4343,2016-05-09,,,
3481,3481,3481,3481,3481,3481,3481,3481,3481,3481,4344,2016-05-10,2016-05-19,2016-05-19,2016-05-19
3482,3482,3482,3482,3482,3482,3482,3482,3482,3482,4346,2016-05-12,2016-05-27,,
3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,4348,2016-05-14,,,
3484,3484,3484,3484,3484,3484,3484,3484,3484,3484,4349,2016-05-15,,,
3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,4350,2016-05-16,2016-06-14,,
3486,3486,3486,3486,3486,3486,3486,3486,3486,3486,4351,2016-05-17,,,
3487,3487,3487,3487,3487,3487,3487,3487,3487,3487,4352,2016-05-18,2016-06-13,,
3488,3488,3488,3488,3488,3488,3488,3488,3488,3488,4353,2016-05-19,,,
3489,3489,3489,3489,3489,3489,3489,3489,3489,3489,4354,2016-05-20,,,
3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,4357,2016-05-23,2016-06-03,2016-06-04,
3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,4358,2016-05-24,,,
3492,3492,3492,3492,3492,3492,3492,3492,3492,3492,4359,2016-05-25,2016-05-27,,
3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,4360,2016-05-26,,,
